Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,298.160004,298.160004,298.160004,298.160004,293.230713,0
2020-01-02,300.690002,300.690002,300.690002,300.690002,295.718903,0
2020-01-03,298.600006,298.600006,298.600006,298.600006,293.663422,0
2020-01-06,299.649994,299.649994,299.649994,299.649994,294.696075,0
2020-01-07,298.839996,298.839996,298.839996,298.839996,293.899475,0
2020-01-08,300.320007,300.320007,300.320007,300.320007,295.354980,0
2020-01-09,302.390015,302.390015,302.390015,302.390015,297.390808,0
2020-01-10,301.529999,301.529999,301.529999,301.529999,296.545013,0
2020-01-13,303.630005,303.630005,303.630005,303.630005,298.610260,0
2020-01-14,303.200012,303.200012,303.200012,303.200012,298.187408,0
2020-01-15,303.769989,303.769989,303.769989,303.769989,298.747955,0
2020-01-16,306.320007,306.320007,306.320007,306.320007,301.255829,0
2020-01-17,307.510010,307.510010,307.510010,307.510010,302.426147,0
2020-01-21,306.700012,306.700012,306.700012,306.700012,301.629517,0
2020-01-22,306.799988,306.799988,306.799988,306.799988,301.727844,0
2020-01-23,307.170013,307.170013,307.170013,307.170013,302.091766,0
2020-01-24,304.399994,304.399994,304.399994,304.399994,299.367554,0
2020-01-27,299.600006,299.600006,299.600006,299.600006,294.646912,0
2020-01-28,302.619995,302.619995,302.619995,302.619995,297.616974,0
2020-01-29,302.369995,302.369995,302.369995,302.369995,297.371124,0
2020-01-30,303.359985,303.359985,303.359985,303.359985,298.344727,0
2020-01-31,298.010010,298.010010,298.010010,298.010010,293.083221,0
2020-02-03,300.170013,300.170013,300.170013,300.170013,295.207489,0
2020-02-04,304.670013,304.670013,304.670013,304.670013,299.633087,0
2020-02-05,308.100006,308.100006,308.100006,308.100006,303.006409,0
2020-02-06,309.179993,309.179993,309.179993,309.179993,304.068542,0
2020-02-07,307.570007,307.570007,307.570007,307.570007,302.485168,0
2020-02-10,309.869995,309.869995,309.869995,309.869995,304.747131,0
2020-02-11,310.399994,310.399994,310.399994,310.399994,305.268341,0
2020-02-12,312.410004,312.410004,312.410004,312.410004,307.245148,0
2020-02-13,312.010010,312.010010,312.010010,312.010010,306.851776,0
2020-02-14,312.630005,312.630005,312.630005,312.630005,307.461517,0
2020-02-18,311.730011,311.730011,311.730011,311.730011,306.576385,0
2020-02-19,313.250000,313.250000,313.250000,313.250000,308.071259,0
2020-02-20,312.059998,312.059998,312.059998,312.059998,306.900909,0
2020-02-21,308.790009,308.790009,308.790009,308.790009,303.684967,0
2020-02-24,298.470001,298.470001,298.470001,298.470001,293.535614,0
2020-02-25,289.440002,289.440002,289.440002,289.440002,284.654877,0
2020-02-26,288.339996,288.339996,288.339996,288.339996,283.573090,0
2020-02-27,275.660004,275.660004,275.660004,275.660004,271.102692,0
2020-02-28,273.450012,273.450012,273.450012,273.450012,268.929260,0
2020-03-02,286.029999,286.029999,286.029999,286.029999,281.301239,0
2020-03-03,278.000000,278.000000,278.000000,278.000000,273.403992,0
2020-03-04,289.739990,289.739990,289.739990,289.739990,284.949921,0
2020-03-05,279.980011,279.980011,279.980011,279.980011,275.351288,0
2020-03-06,275.209991,275.209991,275.209991,275.209991,270.660095,0
2020-03-09,253.220001,253.220001,253.220001,253.220001,250.044907,0
2020-03-10,265.730011,265.730011,265.730011,265.730011,262.398041,0
2020-03-11,252.770004,252.770004,252.770004,252.770004,249.600540,0
2020-03-12,228.779999,228.779999,228.779999,228.779999,225.911362,0
2020-03-13,250.100006,250.100006,250.100006,250.100006,246.964020,0
2020-03-16,220.139999,220.139999,220.139999,220.139999,217.379700,0
2020-03-17,233.300003,233.300003,233.300003,233.300003,230.374680,0
2020-03-18,221.229996,221.229996,221.229996,221.229996,218.456024,0
2020-03-19,222.270004,222.270004,222.270004,222.270004,219.483002,0
2020-03-20,212.669998,212.669998,212.669998,212.669998,210.003357,0
2020-03-23,206.440002,206.440002,206.440002,206.440002,203.851471,0
2020-03-24,225.839996,225.839996,225.839996,225.839996,223.008209,0
2020-03-25,228.449997,228.449997,228.449997,228.449997,225.585480,0
2020-03-26,242.710007,242.710007,242.710007,242.710007,239.666702,0
2020-03-27,234.539993,234.539993,234.539993,234.539993,231.599136,0
2020-03-30,242.429993,242.429993,242.429993,242.429993,239.390198,0
2020-03-31,238.570007,238.570007,238.570007,238.570007,235.578613,0
2020-04-01,228.039993,228.039993,228.039993,228.039993,225.180634,0
2020-04-02,233.289993,233.289993,233.289993,233.289993,230.364792,0
2020-04-03,229.789993,229.789993,229.789993,229.789993,226.908676,0
2020-04-06,245.940002,245.940002,245.940002,245.940002,242.856201,0
2020-04-07,245.550003,245.550003,245.550003,245.550003,242.471085,0
2020-04-08,253.979996,253.979996,253.979996,253.979996,250.795380,0
2020-04-09,257.690002,257.690002,257.690002,257.690002,254.458862,0
2020-04-13,255.089996,255.089996,255.089996,255.089996,251.891464,0
2020-04-14,262.920013,262.920013,262.920013,262.920013,259.623291,0
2020-04-15,257.149994,257.149994,257.149994,257.149994,253.925629,0
2020-04-16,258.640015,258.640015,258.640015,258.640015,255.396973,0
2020-04-17,265.579987,265.579987,265.579987,265.579987,262.249908,0
2020-04-20,260.829987,260.829987,260.829987,260.829987,257.559448,0
2020-04-21,252.839996,252.839996,252.839996,252.839996,249.669678,0
2020-04-22,258.640015,258.640015,258.640015,258.640015,255.396973,0
2020-04-23,258.510010,258.510010,258.510010,258.510010,255.268585,0
2020-04-24,262.119995,262.119995,262.119995,262.119995,258.833313,0
2020-04-27,265.980011,265.980011,265.980011,265.980011,262.644897,0
2020-04-28,264.589996,264.589996,264.589996,264.589996,261.272339,0
2020-04-29,271.630005,271.630005,271.630005,271.630005,268.224060,0
2020-04-30,269.140015,269.140015,269.140015,269.140015,265.765289,0
2020-05-01,261.609985,261.609985,261.609985,261.609985,258.329681,0
2020-05-04,262.720001,262.720001,262.720001,262.720001,259.425781,0
2020-05-05,265.100006,265.100006,265.100006,265.100006,261.775970,0
2020-05-06,263.260010,263.260010,263.260010,263.260010,259.959015,0
2020-05-07,266.390015,266.390015,266.390015,266.390015,263.049774,0
2020-05-08,270.940002,270.940002,270.940002,270.940002,267.542725,0
2020-05-11,270.980011,270.980011,270.980011,270.980011,267.582245,0
2020-05-12,265.450012,265.450012,265.450012,265.450012,262.121582,0
2020-05-13,260.839996,260.839996,260.839996,260.839996,257.569366,0
2020-05-14,263.899994,263.899994,263.899994,263.899994,260.590973,0
2020-05-15,264.959991,264.959991,264.959991,264.959991,261.637695,0
2020-05-18,273.339996,273.339996,273.339996,273.339996,269.912628,0
2020-05-19,270.500000,270.500000,270.500000,270.500000,267.108246,0
2020-05-20,275.049988,275.049988,275.049988,275.049988,271.601196,0
2020-05-21,272.929993,272.929993,272.929993,272.929993,269.507751,0
2020-05-22,273.619995,273.619995,273.619995,273.619995,270.189117,0
2020-05-26,276.989990,276.989990,276.989990,276.989990,273.516846,0
2020-05-27,281.100006,281.100006,281.100006,281.100006,277.575317,0
2020-05-28,280.549988,280.549988,280.549988,280.549988,277.032196,0
2020-05-29,281.940002,281.940002,281.940002,281.940002,278.404785,0
2020-06-01,283.000000,283.000000,283.000000,283.000000,279.451508,0
2020-06-02,285.329987,285.329987,285.329987,285.329987,281.752289,0
2020-06-03,289.260010,289.260010,289.260010,289.260010,285.632996,0
2020-06-04,288.339996,288.339996,288.339996,288.339996,284.724548,0
2020-06-05,295.899994,295.899994,295.899994,295.899994,292.189728,0
2020-06-08,299.470001,299.470001,299.470001,299.470001,295.714996,0
2020-06-09,297.160004,297.160004,297.160004,297.160004,293.433929,0
2020-06-10,295.579987,295.579987,295.579987,295.579987,291.873749,0
2020-06-11,278.190002,278.190002,278.190002,278.190002,274.701813,0
2020-06-12,281.899994,281.899994,281.899994,281.899994,278.365265,0
2020-06-15,284.260010,284.260010,284.260010,284.260010,280.695709,0
2020-06-16,289.649994,289.649994,289.649994,289.649994,286.018097,0
2020-06-17,288.609985,288.609985,288.609985,288.609985,284.991119,0
2020-06-18,288.779999,288.779999,288.779999,288.779999,285.158997,0
2020-06-19,287.200012,287.200012,287.200012,287.200012,283.598846,0
2020-06-22,289.070007,289.070007,289.070007,289.070007,285.445404,0
2020-06-23,290.309998,290.309998,290.309998,290.309998,286.669830,0
