Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,28.139999,28.139999,28.139999,28.139999,27.596352,0
2020-01-02,28.639999,28.639999,28.639999,28.639999,28.086689,0
2020-01-03,28.379999,28.379999,28.379999,28.379999,27.831715,0
2020-01-06,28.209999,28.209999,28.209999,28.209999,27.664997,0
2020-01-07,28.250000,28.250000,28.250000,28.250000,27.704226,0
2020-01-08,28.230000,28.230000,28.230000,28.230000,27.684610,0
2020-01-09,28.540001,28.540001,28.540001,28.540001,27.988623,0
2020-01-10,28.540001,28.540001,28.540001,28.540001,27.988623,0
2020-01-13,28.930000,28.930000,28.930000,28.930000,28.371090,0
2020-01-14,28.840000,28.840000,28.840000,28.840000,28.282825,0
2020-01-15,28.700001,28.700001,28.700001,28.700001,28.145531,0
2020-01-16,28.799999,28.799999,28.799999,28.799999,28.243597,0
2020-01-17,28.969999,28.969999,28.969999,28.969999,28.410315,0
2020-01-21,28.400000,28.400000,28.400000,28.400000,27.851326,0
2020-01-22,28.520000,28.520000,28.520000,28.520000,27.969009,0
2020-01-23,28.330000,28.330000,28.330000,28.330000,27.782681,0
2020-01-24,28.100000,28.100000,28.100000,28.100000,27.557121,0
2020-01-27,27.400000,27.400000,27.400000,27.400000,26.870647,0
2020-01-28,27.650000,27.650000,27.650000,27.650000,27.115818,0
2020-01-29,27.639999,27.639999,27.639999,27.639999,27.106009,0
2020-01-30,27.230000,27.230000,27.230000,27.230000,26.703930,0
2020-01-31,26.719999,26.719999,26.719999,26.719999,26.203785,0
2020-02-03,26.799999,26.799999,26.799999,26.799999,26.282238,0
2020-02-04,27.450001,27.450001,27.450001,27.450001,26.919682,0
2020-02-05,27.559999,27.559999,27.559999,27.559999,27.027555,0
2020-02-06,27.690001,27.690001,27.690001,27.690001,27.155045,0
2020-02-07,27.389999,27.389999,27.389999,27.389999,26.860840,0
2020-02-10,27.410000,27.410000,27.410000,27.410000,26.880455,0
2020-02-11,27.650000,27.650000,27.650000,27.650000,27.115818,0
2020-02-12,27.969999,27.969999,27.969999,27.969999,27.429632,0
2020-02-13,27.820000,27.820000,27.820000,27.820000,27.282532,0
2020-02-14,27.790001,27.790001,27.790001,27.790001,27.253113,0
2020-02-18,27.639999,27.639999,27.639999,27.639999,27.106009,0
2020-02-19,27.879999,27.879999,27.879999,27.879999,27.341372,0
2020-02-20,27.600000,27.600000,27.600000,27.600000,27.066784,0
2020-02-21,27.410000,27.410000,27.410000,27.410000,26.880455,0
2020-02-24,26.570000,26.570000,26.570000,26.570000,26.056681,0
2020-02-25,26.320000,26.320000,26.320000,26.320000,25.811512,0
2020-02-26,26.360001,26.360001,26.360001,26.360001,25.850740,0
2020-02-27,25.860001,25.860001,25.860001,25.860001,25.360397,0
2020-02-28,25.730000,25.730000,25.730000,25.730000,25.232908,0
2020-03-02,26.180000,26.180000,26.180000,26.180000,25.674219,0
2020-03-03,25.860001,25.860001,25.860001,25.860001,25.360397,0
2020-03-04,26.459999,26.459999,26.459999,26.459999,25.948807,0
2020-03-05,26.059999,26.059999,26.059999,26.059999,25.556534,0
2020-03-06,25.559999,25.559999,25.559999,25.559999,25.066193,0
2020-03-09,23.690001,23.690001,23.690001,23.690001,23.232321,0
2020-03-10,24.610001,24.610001,24.610001,24.610001,24.134548,0
2020-03-11,23.780001,23.780001,23.780001,23.780001,23.320585,0
2020-03-12,21.850000,21.850000,21.850000,21.850000,21.427870,0
2020-03-13,22.910000,22.910000,22.910000,22.910000,22.467390,0
