Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,13.260000,13.260000,13.260000,13.260000,13.019891,0
2020-01-02,13.360000,13.360000,13.360000,13.360000,13.118079,0
2020-01-03,13.240000,13.240000,13.240000,13.240000,13.000252,0
2020-01-06,13.250000,13.250000,13.250000,13.250000,13.010072,0
2020-01-07,13.290000,13.290000,13.290000,13.290000,13.049347,0
2020-01-08,13.280000,13.280000,13.280000,13.280000,13.039528,0
2020-01-09,13.350000,13.350000,13.350000,13.350000,13.108261,0
2020-01-10,13.350000,13.350000,13.350000,13.350000,13.108261,0
2020-01-13,13.460000,13.460000,13.460000,13.460000,13.216269,0
2020-01-14,13.450000,13.450000,13.450000,13.450000,13.206450,0
2020-01-15,13.430000,13.430000,13.430000,13.430000,13.186812,0
2020-01-16,13.490000,13.490000,13.490000,13.490000,13.245726,0
2020-01-17,13.490000,13.490000,13.490000,13.490000,13.245726,0
2020-01-21,13.390000,13.390000,13.390000,13.390000,13.147536,0
2020-01-22,13.440000,13.440000,13.440000,13.440000,13.196630,0
2020-01-23,13.440000,13.440000,13.440000,13.440000,13.196630,0
2020-01-24,13.340000,13.340000,13.340000,13.340000,13.098443,0
2020-01-27,13.110000,13.110000,13.110000,13.110000,12.872606,0
2020-01-28,13.170000,13.170000,13.170000,13.170000,12.931520,0
2020-01-29,13.120000,13.120000,13.120000,13.120000,12.882426,0
2020-01-30,13.070000,13.070000,13.070000,13.070000,12.833331,0
2020-01-31,12.800000,12.800000,12.800000,12.800000,12.568220,0
2020-02-03,12.880000,12.880000,12.880000,12.880000,12.646772,0
2020-02-04,13.090000,13.090000,13.090000,13.090000,12.852969,0
2020-02-05,13.190000,13.190000,13.190000,13.190000,12.951159,0
2020-02-06,13.300000,13.300000,13.300000,13.300000,13.059167,0
2020-02-07,13.180000,13.180000,13.180000,13.180000,12.941339,0
2020-02-10,13.180000,13.180000,13.180000,13.180000,12.941339,0
2020-02-11,13.280000,13.280000,13.280000,13.280000,13.039528,0
2020-02-12,13.280000,13.280000,13.280000,13.280000,13.039528,0
2020-02-13,13.200000,13.200000,13.200000,13.200000,12.960977,0
2020-02-14,13.150000,13.150000,13.150000,13.150000,12.911882,0
2020-02-18,12.970000,12.970000,12.970000,12.970000,12.735142,0
2020-02-19,12.970000,12.970000,12.970000,12.970000,12.735142,0
2020-02-20,12.820000,12.820000,12.820000,12.820000,12.587857,0
2020-02-21,12.730000,12.730000,12.730000,12.730000,12.499487,0
2020-02-24,12.290000,12.290000,12.290000,12.290000,12.067455,0
2020-02-25,12.190000,12.190000,12.190000,12.190000,11.969265,0
2020-02-26,12.230000,12.230000,12.230000,12.230000,12.008541,0
2020-02-27,11.900000,11.900000,11.900000,11.900000,11.684517,0
2020-02-28,11.880000,11.880000,11.880000,11.880000,11.664879,0
2020-03-02,12.070000,12.070000,12.070000,12.070000,11.851439,0
2020-03-03,11.820000,11.820000,11.820000,11.820000,11.605966,0
2020-03-04,12.120000,12.120000,12.120000,12.120000,11.900533,0
2020-03-05,11.940000,11.940000,11.940000,11.940000,11.723792,0
2020-03-06,11.780000,11.780000,11.780000,11.780000,11.566690,0
2020-03-09,11.030000,11.030000,11.030000,11.030000,10.830271,0
2020-03-10,11.440000,11.440000,11.440000,11.440000,11.232846,0
2020-03-11,11.000000,11.000000,11.000000,11.000000,10.800815,0
2020-03-12,9.940000,9.940000,9.940000,9.940000,9.760008,0
2020-03-13,10.360000,10.360000,10.360000,10.360000,10.172402,0
2020-03-16,9.460000,9.460000,9.460000,9.460000,9.288700,0
2020-03-17,9.950000,9.950000,9.950000,9.950000,9.769828,0
2020-03-18,9.530000,9.530000,9.530000,9.530000,9.357432,0
2020-03-19,9.420000,9.420000,9.420000,9.420000,9.249425,0
2020-03-20,9.410000,9.410000,9.410000,9.410000,9.239606,0
2020-03-23,9.290000,9.290000,9.290000,9.290000,9.121778,0
2020-03-24,9.940000,9.940000,9.940000,9.940000,9.760008,0
2020-03-25,10.210000,10.210000,10.210000,10.210000,10.025120,0
2020-03-26,10.640000,10.640000,10.640000,10.640000,10.447333,0
2020-03-27,10.470000,10.470000,10.470000,10.470000,10.280412,0
2020-03-30,10.740000,10.740000,10.740000,10.740000,10.545523,0
2020-03-31,10.490000,10.490000,10.490000,10.490000,10.300048,0
2020-04-01,10.120000,10.120000,10.120000,10.120000,9.936749,0
2020-04-02,10.260000,10.260000,10.260000,10.260000,10.074214,0
2020-04-03,10.010000,10.010000,10.010000,10.010000,9.828741,0
2020-04-06,10.580000,10.580000,10.580000,10.580000,10.388419,0
2020-04-07,10.650000,10.650000,10.650000,10.650000,10.457151,0
2020-04-08,10.770000,10.770000,10.770000,10.770000,10.574980,0
2020-04-09,10.890000,10.890000,10.890000,10.890000,10.692806,0
2020-04-13,10.860000,10.860000,10.860000,10.860000,10.663350,0
2020-04-14,11.110000,11.110000,11.110000,11.110000,10.908822,0
2020-04-15,10.890000,10.890000,10.890000,10.890000,10.692806,0
2020-04-16,10.880000,10.880000,10.880000,10.880000,10.682987,0
2020-04-17,11.070000,11.070000,11.070000,11.070000,10.869546,0
2020-04-20,10.870000,10.870000,10.870000,10.870000,10.673168,0
2020-04-21,10.660000,10.660000,10.660000,10.660000,10.466971,0
2020-04-22,10.860000,10.860000,10.860000,10.860000,10.663350,0
2020-04-23,10.900000,10.900000,10.900000,10.900000,10.702624,0
2020-04-24,10.970000,10.970000,10.970000,10.970000,10.771358,0
2020-04-27,11.120000,11.120000,11.120000,11.120000,10.918642,0
2020-04-28,11.190000,11.190000,11.190000,11.190000,10.987374,0
2020-04-29,11.420000,11.420000,11.420000,11.420000,11.213209,0
2020-04-30,11.230000,11.230000,11.230000,11.230000,11.026649,0
2020-05-01,10.970000,10.970000,10.970000,10.970000,10.771358,0
