"","PP","Maire.PP","Confiance","Nbre_Hab","Etude_Parent1","Categorie_Parent1","Etude_Parent2","Parent2_Categorie","Media_Princ","Ouverture","Satisfaction","Impulsivite","Extraversion","Agreabilite","Anxiete","Pub","Categorie","Revenu","Proprietaire","Type_Habitation","Etude_Nv","Etude_Dom","Sexe","Age","JournalTv","Réseaux","JournalPap","ChaineInfo","Appli","Radio","Internet","Aucun","AxePP.1","AxePP.2","AxePP.3","AxePP.4","AxePP.5","AxePP.6","AxePP.7","AxePP.8","AxePP.9","AxePP.10","AxePP.11","AxePP.12","AxePP.13","AxePP.14","AxePP.15","AxePP.16","AxePP.17","AxePP.18","AxePP.19","Parent1PP.1","Parent1PP.2","Parent1PP.3","Parent1PP.4","Parent1PP.5","Parent1PP.6","Parent1PP.7","Parent1PP.8","Parent1PP.9","Parent1PP.10","Parent1PP.11","Parent1PP.12","Parent1PP.13","Parent1PP.14","Parent1PP.15","Parent1PP.16","Parent1PP.17","Parent1PP.18","Parent1PP.19","Parent2PP.1","Parent2PP.2","Parent2PP.3","Parent2PP.4","Parent2PP.5","Parent2PP.6","Parent2PP.7","Parent2PP.8","Parent2PP.9","Parent2PP.10","Parent2PP.11","Parent2PP.12","Parent2PP.13","Parent2PP.14","Parent2PP.15","Parent2PP.16","Parent2PP.17","Parent2PP.18","Parent2PP.19"
"1",16,10,7,2,10,2,4,5,"14",8,8,4,4,9,4,7,9,3,1,1,5,32,1,2,"0","0","0","1","0","0","0","0",0,0,0.1,0.0666666666666667,0,0.105263157894737,0,0,0.157894736842105,0,0,0,0,0,0.182795698924731,0.444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2",9,7,5,1,1,3,1,5,"8",4,8,2,7,8,1,3,9,1,3,5,6,1,1,2,"1","0","1","0","1","0","0","0",0,0.333333333333333,0.1,0.0666666666666667,0,0.473684210526316,0,1,0.526315789473684,0,0,0.6,0.25,0,0.32258064516129,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",12,7,5,3,9,2,9,8,"1",7,8,5,3,7,8,1,7,7,2,2,2,2,1,6,"1","0","0","0","0","0","0","0",1,1.33333333333333,1.5,1.46666666666667,2,1,1,0,0.578947368421053,1,0,1.6,0.875,0,1.19354838709677,0.777777777777778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",15,7,1,2,2,2,4,2,"14",8,8,3,5,10,9,1,9,5,1,1,5,1,1,2,"0","1","0","0","0","0","0","0",1,0.666666666666667,1.2,0.666666666666667,1,0.578947368421053,1,0,0.578947368421053,1,0,1.2,0.75,0,0.731182795698925,0.444444444444444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5",12,5,6,3,1,4,1,8,"1",7,9,7,5,8,9,6,7,7,2,2,5,3,0,5,"1","1","0","0","0","0","0","0",1,1,1.3,0.733333333333333,1,1.05263157894737,1,1,1.10526315789474,1,0,1.8,1,0,1.05376344086022,0.777777777777778,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6",4,7,7,3,5,3,4,3,"10",7,5,6,4,7,8,3,9,2,1,1,6,1,1,2,"0","0","0","0","1","0","0","0",1,0.666666666666667,1,0.6,0,0.263157894736842,1,0,0.157894736842105,1,0,0.8,0.125,0,0.462365591397849,0.222222222222222,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",7,7,8,4,3,7,7,3,"1",10,7,6,6,8,7,1,9,5,1,4,6,1,0,2,"1","1","0","1","1","0","0","0",1,0.666666666666667,1,0.6,0,0.263157894736842,1,0,0.157894736842105,1,0,0.8,0.125,0,0.462365591397849,0.222222222222222,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8",15,3,4,4,8,3,2,8,"1",6,9,3,6,5,3,5,9,3,1,1,6,1,1,2,"0","1","0","0","0","0","0","0",0,0.333333333333333,0.1,0.0666666666666667,0,0.473684210526316,0,1,0.526315789473684,0,0,0.6,0.25,0,0.32258064516129,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"9",6,9,7,2,2,6,2,5,"10",9,8,4,6,7,7,7,9,1,3,2,6,1,1,2,"1","1","0","1","0","0","0","0",1,1.33333333333333,1.5,1.46666666666667,2,1,1,0,0.578947368421053,1,0,1.6,0.875,0,1.19354838709677,0.777777777777778,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",6,2,5,4,4,3,4,4,"10",9,8,8,7,6,4,3,9,2,1,1,7,4,0,2,"0","0","0","0","1","0","0","0",0,0.666666666666667,0.3,0.8,1,0.421052631578947,0,0,0,0,0,0.4,0.125,0,0.462365591397849,0.333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",15,10,4,2,11,5,9,11,"10",9,7,6,3,4,3,1,5,7,2,2,2,5,1,5,"0","0","1","1","1","0","0","0",1,2.33333333333333,1.4,1.53333333333333,1,1.21052631578947,1,1,0.736842105263158,1,0,1.8,0.875,0,1.27956989247312,0.888888888888889,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",15,7,4,3,3,4,3,4,"4",8,6,7,7,10,7,4,7,3,2,2,3,6,0,6,"1","0","0","1","1","0","0","0",0,0.666666666666667,0.3,0.8,1,0.421052631578947,0,0,0,0,0,0.4,0.125,0,0.462365591397849,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"13",15,7,10,3,2,4,2,2,"13",8,6,5,7,7,5,4,4,4,1,1,4,7,1,3,"0","1","1","0","1","0","0","0",3,1.33333333333333,1.5,1.53333333333333,1,0.789473684210526,1,0,0.315789473684211,1,0,1.2,0.25,0,1.13978494623656,1.11111111111111,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",9,7,7,3,2,2,2,5,"14",10,9,8,8,10,3,1,5,6,3,1,5,32,1,2,"0","1","0","0","0","0","0","0",0,0.333333333333333,0.1,0.0666666666666667,0,0.473684210526316,0,1,0.526315789473684,0,0,0.6,0.25,0,0.32258064516129,0.333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",15,5,1,2,3,5,11,8,"10",5,7,7,1,7,3,1,4,7,2,2,5,6,0,5,"0","0","0","0","1","0","0","0",1,0.666666666666667,1,0.6,0,0.263157894736842,1,0,0.157894736842105,1,0,0.8,0.125,0,0.462365591397849,0.222222222222222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"16",16,2,6,3,3,3,1,5,"2",6,9,8,6,7,8,2,4,10,3,2,6,9,0,6,"1","0","1","0","1","0","0","0",3,1.33333333333333,1.4,1.46666666666667,1,0.684210526315789,1,0,0.157894736842105,1,0,1.2,0.25,0,0.956989247311828,0.666666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"17",12,7,5,3,5,8,2,7,"10",7,8,8,4,7,3,5,9,2,1,1,6,1,1,2,"1","0","0","1","1","0","0","0",1,1.66666666666667,1.4,1.46666666666667,1,1.15789473684211,1,1,0.684210526315789,1,0,1.8,0.5,0,1.24731182795699,0.888888888888889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"18",15,7,2,3,9,7,9,7,"7",7,8,5,6,6,2,4,6,8,2,2,3,32,1,6,"0","0","0","1","1","1","0","0",0,0.333333333333333,0.1,0.0666666666666667,0,0.473684210526316,0,1,0.526315789473684,0,0,0.6,0.25,0,0.32258064516129,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"19",15,9,1,3,2,5,2,6,"1",8,8,7,4,8,4,1,5,3,1,1,2,8,0,6,"1","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645161290322581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"20",9,7,6,2,2,5,9,6,"1",7,9,7,6,7,4,5,4,6,2,2,2,4,0,4,"1","1","0","0","0","0","0","0",0,0,0.4,0.0666666666666667,1,0.421052631578947,0,0,0.631578947368421,0,0,0.4,1.5,0,0.376344086021505,0.444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",3,7,7,1,2,3,9,11,"10",9,9,10,6,5,6,1,5,6,2,2,5,10,0,3,"1","0","0","0","0","0","0","0",1,0.666666666666667,1,0.6,0,0.263157894736842,1,0,0.157894736842105,1,0,0.8,0.125,0,0.462365591397849,0.222222222222222,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",15,7,5,3,3,6,2,7,"16",8,8,8,5,6,2,7,9,4,1,1,6,11,0,2,"1","1","0","0","0","0","0","0",0,0.666666666666667,0.3,0.8,1,0.421052631578947,0,0,0,0,0,0.4,0.125,0,0.462365591397849,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"23",12,7,6,3,2,7,9,7,"16",8,9,9,5,6,7,6,7,8,2,2,3,32,0,6,"0","1","0","1","1","0","0","0",1,0.666666666666667,1,0.6,0,0.263157894736842,1,0,0.157894736842105,1,0,0.8,0.125,0,0.462365591397849,0.222222222222222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"24",3,7,3,4,2,5,4,3,"10",8,7,7,3,8,6,7,5,6,1,1,5,4,0,3,"1","0","0","0","1","0","0","0",1,0.666666666666667,1,0.6,0,0.263157894736842,1,0,0.157894736842105,1,0,0.8,0.125,0,0.462365591397849,0.222222222222222,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",14,2,6,4,8,7,2,5,"16",6,8,5,2,10,5,3,9,3,1,4,6,1,1,2,"0","1","0","0","0","0","0","0",0,0,0,0,0,0.0526315789473684,0,0,0,0,0,0,0,1,0.021505376344086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",9,7,7,2,5,8,2,2,"10",8,8,10,7,7,2,5,5,6,1,1,5,4,0,2,"1","1","1","1","0","0","0","0",0,0,0.2,0.0666666666666667,1,0.315789473684211,0,0,0.421052631578947,0,0,0.4,0.625,0,0.268817204301075,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"27",15,5,4,3,1,2,1,5,"2",9,8,8,8,8,7,7,2,8,2,1,7,11,1,3,"1","1","0","0","1","0","0","0",1,1.66666666666667,1.4,1.46666666666667,1,1.15789473684211,1,1,0.684210526315789,1,0,1.8,0.5,0,1.24731182795699,0.888888888888889,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",16,2,5,3,1,6,1,6,"7",8,7,4,2,8,8,9,4,10,2,2,6,6,0,6,"0","0","0","0","0","1","0","0",0,0.333333333333333,0.1,0.0666666666666667,0,0.473684210526316,0,1,0.526315789473684,0,0,0.6,0.25,0,0.32258064516129,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"29",16,7,2,2,8,3,5,8,"14",10,9,4,8,8,3,1,3,9,2,1,7,6,1,4,"0","0","0","0","1","0","0","0",0,0,0.1,0.0666666666666667,0,0.105263157894737,0,0,0.157894736842105,0,0,0,0,0,0.182795698924731,0.444444444444444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"30",15,5,1,3,2,2,2,5,"1",9,8,8,5,9,1,5,4,7,2,2,5,3,0,5,"1","0","0","0","1","0","0","0",0,0.333333333333333,0.1,0.0666666666666667,0,0.473684210526316,0,1,0.526315789473684,0,0,0.6,0.25,0,0.32258064516129,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"31",9,10,5,2,3,4,3,4,"6",5,6,6,5,6,4,2,4,7,2,2,3,12,1,5,"1","1","0","0","0","0","0","0",1,0.666666666666667,1,0.6,0,0.263157894736842,1,0,0.157894736842105,1,0,0.8,0.125,0,0.462365591397849,0.222222222222222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"32",15,7,6,2,2,2,5,5,"14",8,9,6,7,9,9,1,5,6,3,2,4,4,0,2,"1","1","0","0","0","0","0","0",1,1.33333333333333,1.5,1.46666666666667,2,1,1,0,0.578947368421053,1,0,1.6,0.875,0,1.19354838709677,0.777777777777778,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",15,7,5,3,2,6,1,6,"16",8,7,3,7,6,5,4,9,2,1,1,6,13,1,2,"1","1","0","0","1","0","0","0",1,1.33333333333333,1.3,1.4,1,0.684210526315789,1,0,0.157894736842105,1,0,1.2,0.25,0,0.924731182795699,0.555555555555556,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"34",3,2,5,2,9,6,1,8,"2",7,7,2,3,8,10,1,5,5,2,2,2,14,0,6,"1","1","1","0","0","0","0","0",1,0.666666666666667,1.3,0.666666666666667,0,0.473684210526316,1,0,0.526315789473684,1,0,0.8,1,0,0.752688172043011,0.888888888888889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"35",15,10,4,4,3,5,9,2,"14",9,7,8,5,9,10,4,9,1,1,1,6,1,0,2,"0","1","0","0","0","0","0","0",1,1.66666666666667,1.4,1.46666666666667,1,1.15789473684211,1,1,0.684210526315789,1,0,1.8,0.5,0,1.24731182795699,0.888888888888889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"36",6,7,7,3,8,3,7,3,"2",6,7,4,6,7,3,4,5,5,1,1,7,15,0,2,"1","1","0","1","0","0","0","0",0,0.666666666666667,0,0.0666666666666667,0,0.0526315789473684,0,0,0.0526315789473684,0,0,0,0.375,0,0.032258064516129,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",15,7,6,3,9,7,2,11,"10",8,9,3,1,9,10,1,7,6,2,2,3,32,1,6,"1","0","1","0","0","0","0","0",1,0.666666666666667,1,0.6,0,0.263157894736842,1,0,0.157894736842105,1,0,0.8,0.125,0,0.462365591397849,0.222222222222222,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38",15,5,5,2,1,1,10,1,"16",10,8,7,4,8,10,2,5,4,2,2,3,32,0,5,"1","1","0","0","0","0","0","0",0,0.666666666666667,0.3,0.8,1,0.421052631578947,0,0,0,0,0,0.4,0.125,0,0.462365591397849,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"39",3,2,3,3,5,4,2,6,"2",6,8,3,5,7,7,2,4,7,2,2,5,16,0,4,"1","0","1","0","0","0","0","0",1,0.666666666666667,1,0.6,0,0.263157894736842,1,0,0.157894736842105,1,0,0.8,0.125,0,0.462365591397849,0.222222222222222,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",13,5,4,3,2,6,11,10,"4",8,9,10,5,10,1,1,2,5,2,2,2,32,1,6,"1","1","0","0","0","0","0","0",0,1,0.5,0.2,1,0.947368421052632,0,1,1.21052631578947,0,0,1,2.125,0,0.731182795698925,0.777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",15,7,5,3,2,6,9,6,"6",6,8,8,7,7,7,6,3,7,2,2,5,3,1,5,"1","0","1","1","1","0","0","0",0,0.666666666666667,0.3,0.8,1,0.421052631578947,0,0,0,0,0,0.4,0.125,0,0.462365591397849,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"42",15,7,1,3,2,5,1,4,"6",10,8,10,9,10,10,7,4,7,1,1,3,17,0,4,"0","0","0","0","1","0","0","0",1,0.666666666666667,1,0.6,0,0.263157894736842,1,0,0.157894736842105,1,0,0.8,0.125,0,0.462365591397849,0.222222222222222,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"43",15,5,6,3,8,3,4,2,"4",9,7,7,7,8,3,2,9,1,1,1,6,1,0,2,"1","1","0","1","1","0","0","0",1,1.33333333333333,1.5,1.46666666666667,2,1,1,0,0.578947368421053,1,0,1.6,0.875,0,1.19354838709677,0.777777777777778,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"44",15,7,1,3,2,2,2,8,"12",9,8,8,9,7,6,3,3,7,2,2,6,1,1,5,"1","0","0","0","1","0","0","0",0,0,0.1,0.0666666666666667,0,0.105263157894737,0,0,0.157894736842105,0,0,0,0,0,0.182795698924731,0.444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"45",15,7,7,1,2,7,2,7,"4",7,8,6,6,8,9,7,5,5,2,2,3,8,0,4,"1","1","0","1","0","0","0","0",0,0,0.3,0.0666666666666667,0,0.210526315789474,0,0,0.368421052631579,0,0,0,0.875,0,0.290322580645161,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"46",4,2,8,3,5,4,5,4,"2",8,8,6,7,7,8,5,2,8,2,1,7,11,1,5,"1","0","0","1","1","0","0","0",1,2,1.3,1.46666666666667,1,0.736842105263158,1,0,0.210526315789474,1,0,1.2,0.625,0,0.956989247311828,0.555555555555556,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",9,7,6,3,2,5,2,5,"7",8,8,5,5,9,8,3,3,6,2,2,5,14,0,5,"1","1","1","1","0","0","0","0",1,1,1.1,0.666666666666667,0,0.736842105263158,1,1,0.684210526315789,1,0,1.4,0.375,0,0.78494623655914,0.555555555555556,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"48",1,5,6,1,1,7,1,8,"2",7,8,8,5,2,5,1,7,7,2,2,4,18,1,6,"1","1","0","1","1","0","0","0",3,0.666666666666667,1.2,0.733333333333333,0,0.368421052631579,1,0,0.315789473684211,1,0,0.8,0.125,0,0.67741935483871,0.777777777777778,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",8,7,6,3,7,3,3,8,"16",7,8,4,4,7,5,3,3,7,2,2,7,6,1,5,"1","0","0","1","0","0","0","0",0,0.333333333333333,0.1,0.0666666666666667,0,0.473684210526316,0,1,0.526315789473684,0,0,0.6,0.25,0,0.32258064516129,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"50",15,10,5,2,3,5,4,5,"4",9,9,5,6,8,9,3,5,4,1,2,6,19,0,2,"1","1","0","1","1","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645161290322581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"51",15,7,5,3,1,8,6,3,"4",8,8,6,7,9,5,3,2,5,2,1,4,2,0,6,"0","1","0","1","1","0","0","0",1,1.33333333333333,1,0.666666666666667,0,0.315789473684211,1,0,0.210526315789474,1,0,0.8,0.5,0,0.494623655913978,0.222222222222222,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"52",9,7,1,3,5,3,8,3,"11",6,4,6,5,7,10,2,9,2,1,1,7,20,0,2,"0","1","0","0","0","0","0","0",0,0,0.1,0.0666666666666667,0,0.105263157894737,0,0,0.157894736842105,0,0,0,0,0,0.182795698924731,0.444444444444444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"53",9,7,8,3,7,3,3,2,"9",7,9,5,6,7,8,6,9,1,1,1,6,9,0,2,"1","1","1","1","1","0","0","0",0,0.333333333333333,0.1,0.0666666666666667,0,0.473684210526316,0,1,0.526315789473684,0,0,0.6,0.25,0,0.32258064516129,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54",4,7,8,3,2,2,2,2,"7",10,10,7,7,10,10,3,7,9,2,2,5,32,1,6,"1","0","1","0","0","0","0","0",1,1.66666666666667,1.4,1.46666666666667,1,1.15789473684211,1,1,0.684210526315789,1,0,1.8,0.5,0,1.24731182795699,0.888888888888889,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"55",6,7,8,3,3,2,1,5,"10",8,9,7,8,10,4,6,8,6,2,2,5,7,0,6,"1","0","0","0","1","0","0","0",1,0.666666666666667,1,0.6,0,0.263157894736842,1,0,0.157894736842105,1,0,0.8,0.125,0,0.462365591397849,0.222222222222222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"56",4,4,2,4,4,4,5,5,"7",7,7,8,6,6,5,7,3,6,2,1,8,21,0,3,"0","0","0","0","1","0","0","0",1,0.666666666666667,1,0.6,0,0.263157894736842,1,0,0.157894736842105,1,0,0.8,0.125,0,0.462365591397849,0.222222222222222,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",4,4,1,4,4,2,3,5,"10",10,10,2,8,10,8,3,3,7,2,1,7,21,1,3,"0","1","0","0","1","0","0","0",0,0.666666666666667,0.3,0.8,1,0.421052631578947,0,0,0,0,0,0.4,0.125,0,0.462365591397849,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"58",15,7,8,3,2,2,1,8,"16",8,8,7,8,8,5,4,5,6,2,2,3,22,1,6,"0","0","0","0","0","0","1","0",0,0,0,0,0,0.0526315789473684,0,0,0,0,0,0,0,1,0.021505376344086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"59",15,7,6,3,3,5,1,2,"10",8,8,6,7,8,8,3,16,2,3,2,7,7,0,2,"0","1","0","0","1","0","0","0",0,0.666666666666667,0.3,0.8,1,0.421052631578947,0,0,0,0,0,0.4,0.125,0,0.462365591397849,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"60",15,5,2,3,5,5,2,4,"6",8,8,4,2,7,1,2,3,9,2,2,7,15,1,5,"0","0","0","1","0","0","0","0",0,0.666666666666667,0.5,0.866666666666667,2,0.736842105263158,0,0,0.421052631578947,0,0,0.8,0.75,0,0.731182795698925,0.555555555555556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
