"","PP","Maire.PP","Confiance","Nbre_Hab","Etude_Parent1","Categorie_Parent1","Etude_Parent2","Parent2_Categorie","Media_Princ","Ouverture","Satisfaction","Impulsivite","Extraversion","Agreabilite","Anxiete","Pub","Categorie","Revenu","Proprietaire","Type_Habitation","Etude_Nv","Etude_Dom","Sexe","Age","JournalTv","Réseaux","JournalPap","ChaineInfo","Appli","Radio","Internet","Aucun","AxePP.1","AxePP.2","AxePP.3","AxePP.4","AxePP.5","AxePP.6","AxePP.7","AxePP.8","AxePP.9","AxePP.10","AxePP.11","AxePP.12","AxePP.13","AxePP.14","AxePP.15","AxePP.16","AxePP.17","AxePP.18","AxePP.19","Parent1PP.1","Parent1PP.2","Parent1PP.3","Parent1PP.4","Parent1PP.5","Parent1PP.6","Parent1PP.7","Parent1PP.8","Parent1PP.9","Parent1PP.10","Parent1PP.11","Parent1PP.12","Parent1PP.13","Parent1PP.14","Parent1PP.15","Parent1PP.16","Parent1PP.17","Parent1PP.18","Parent1PP.19","Parent2PP.1","Parent2PP.2","Parent2PP.3","Parent2PP.4","Parent2PP.5","Parent2PP.6","Parent2PP.7","Parent2PP.8","Parent2PP.9","Parent2PP.10","Parent2PP.11","Parent2PP.12","Parent2PP.13","Parent2PP.14","Parent2PP.15","Parent2PP.16","Parent2PP.17","Parent2PP.18","Parent2PP.19"
"173",15,5,1,3,7,3,3,3,"7",8,8,5,5,6,4,3,9,1,2,2,5,1,1,2,"1","1","0","0","1","0","0","0",1,1.33333333333333,1.3,1.4,1,0.684210526315789,1,0,0.157894736842105,1,0,1.2,0.25,0,0.924731182795699,0.555555555555556,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"174",15,3,1,4,2,6,2,6,"16",8,7,9,6,9,1,7,9,3,1,1,7,21,0,2,"1","1","0","0","0","0","0","0",1,0.666666666666667,1.2,0.666666666666667,1,0.578947368421053,1,0,0.578947368421053,1,0,1.2,0.75,0,0.731182795698925,0.444444444444444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",15,3,5,2,7,4,4,5,"14",8,7,3,3,5,6,4,9,2,1,2,5,1,1,2,"0","1","0","0","1","0","0","0",1,1.33333333333333,1.3,1.4,1,0.684210526315789,1,0,0.157894736842105,1,0,1.2,0.25,0,0.924731182795699,0.555555555555556,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176",4,2,7,4,3,5,2,5,"8",7,8,6,6,6,2,3,9,2,1,1,7,11,1,2,"0","1","1","0","0","1","0","0",1,1.33333333333333,1.3,1.4,1,0.684210526315789,1,0,0.157894736842105,1,0,1.2,0.25,0,0.924731182795699,0.555555555555556,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177",15,10,4,2,4,2,8,8,"14",8,7,5,4,8,6,4,9,10,1,4,6,1,0,2,"0","1","0","0","0","0","0","0",0,1,0.4,0.866666666666667,1,0.894736842105263,0,1,0.526315789473684,0,0,1,0.375,0,0.78494623655914,0.666666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178",15,5,4,2,5,2,7,3,"2",10,9,8,4,7,3,5,9,3,3,2,5,1,0,2,"1","1","0","1","0","0","0","0",1,1.66666666666667,1.5,1.53333333333333,1,1.26315789473684,1,1,0.842105263157895,1,0,1.8,0.5,0,1.43010752688172,1.33333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"179",6,3,6,4,2,5,2,5,"10",8,9,4,6,7,8,8,9,4,1,1,7,1,0,2,"1","0","1","0","1","0","0","0",1,1.33333333333333,1.5,1.46666666666667,2,1,1,0,0.578947368421053,1,0,1.6,0.875,0,1.19354838709677,0.777777777777778,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180",15,7,3,2,7,3,4,4,"8",9,9,5,7,9,6,2,9,1,3,2,6,1,1,2,"1","1","0","0","0","0","0","0",1,1.33333333333333,1.3,1.4,1,0.684210526315789,1,0,0.157894736842105,1,0,1.2,0.25,0,0.924731182795699,0.555555555555556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"181",15,2,1,4,5,5,1,5,"14",8,10,7,6,8,2,1,9,2,1,1,4,1,1,2,"0","1","0","0","0","0","0","0",0,0.666666666666667,0.3,0.8,1,0.421052631578947,0,0,0,0,0,0.4,0.125,0,0.462365591397849,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182",9,9,6,1,5,8,2,4,"6",5,5,4,3,7,3,2,9,1,1,1,6,1,1,2,"1","1","0","1","1","0","0","0",0,0.333333333333333,0.3,0.133333333333333,1,0.789473684210526,0,1,0.947368421052632,0,0,1,0.875,0,0.591397849462366,0.555555555555556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183",15,7,4,2,6,3,8,4,"10",6,8,5,7,9,7,4,9,9,2,2,5,1,0,3,"1","0","1","0","0","0","0","0",0,0.666666666666667,0.3,0.8,1,0.473684210526316,0,0,0,0,0,0.4,0.125,1,0.483870967741935,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184",4,5,7,3,4,4,2,5,"14",9,10,3,5,8,3,2,9,3,1,1,7,31,1,2,"0","1","0","0","0","0","0","0",0,0.666666666666667,0.3,0.8,1,0.421052631578947,0,0,0,0,0,0.4,0.125,0,0.462365591397849,0.333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"185",15,5,5,2,7,3,2,5,"1",8,7,7,5,8,7,5,9,2,1,1,3,1,0,2,"1","1","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645161290322581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"186",3,3,6,2,5,5,7,3,"10",9,8,9,9,8,7,7,9,2,3,2,4,1,0,2,"0","1","0","0","0","0","0","0",1,0.666666666666667,1,0.6,0,0.263157894736842,1,0,0.157894736842105,1,0,0.8,0.125,0,0.462365591397849,0.222222222222222,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"187",15,3,1,3,4,4,7,3,"10",7,8,6,7,9,10,2,9,4,1,2,6,31,1,2,"0","0","0","0","1","0","0","0",0,0.666666666666667,0.3,0.8,1,0.421052631578947,0,0,0,0,0,0.4,0.125,0,0.462365591397849,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"188",6,5,7,3,4,5,2,5,"14",10,8,2,7,9,8,8,9,2,1,2,5,1,1,2,"1","1","1","0","0","0","0","0",0,0.333333333333333,0.3,0.133333333333333,1,0.789473684210526,0,1,0.947368421052632,0,0,1,0.875,0,0.591397849462366,0.555555555555556,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189",15,7,1,3,1,4,6,3,"10",8,6,9,8,9,6,3,9,4,1,1,6,1,1,2,"0","0","0","0","1","0","0","0",1,1,1.2,0.733333333333333,0,0.842105263157895,1,1,0.842105263157895,1,0,1.4,0.375,0,0.967741935483871,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
