"","Brent2[-1, 1]","Rd_Long_Tot","Rd_Long_NoProd","Rd_Short_Tot","Rd_Short_NoProd","Rd_Net","Rd_Net_NoProd","Rd_Merc_Long","Rd_Merc_Short","Rd_Swap_Long","Rd_Swap_Short","Rd_Money_Long","Rd_Money_Short","Rd_Other_Long","Rd_Other_Short"
"1","2011-03-15",-7.33610531597026,-9.18017725292763,-4.01152032014256,-9.6313622735531,-232,-53,1.15943327809198,6.82201858832396,-124.921476843927,-10.9395321282893,8.76407036309175,16.94945432342,-26.7192122911059,-26.1151581078872
"2","2011-03-29",-8.60128746600406,-2.26449902819876,-17.6176509949901,-19.9528925595013,711,814,-42.3274046889271,-13.5998320133863,143.469090198174,15.4782192320617,-15.8304334689367,-50.7850906649249,-21.4283907496913,-698.378996525813
"3","2011-04-05",7.65877342004568,8.54945653732919,3.56772998796728,1.43090371252867,295,468,1.63669774642052,7.03093234523475,8.66832391688019,3.84815955843294,13.555619716343,-14.7298522004391,-14.9035579160488,0
"4","2011-04-12",-2.45133808178473,-6.74700453575934,5.40303275720841,4.17381649920348,-575,-608,23.3479560644872,7.31014295423202,-1.45457110023788,-12.7265498887379,-9.38731597151072,14.0675981243898,-0.119118537015339,633.859407820318
"5","2011-04-19",-7.46733507324002,-6.27978383064871,-5.44509964417799,-6.91498696817945,-120,-64,-13.8563004148128,-3.24094543084419,1.63491380015293,4.36801179006192,-7.22963605383242,-13.6859182717197,-12.5560520268991,-110.215211537323
"6","2011-04-26",0.253636838696636,2.28093809596164,0.322061470004265,1.56563543846406,-6,64,-11.9014108075803,-1.5374167249588,8.54335563084128,-1.68407005580935,1.88904569338106,20.5852054204149,-5.6999443964405,3.1416196233379
"7","2011-05-03",4.458780509405,-2.26332781151015,7.10876980333328,13.9368715947294,-221,-775,39.4316720625549,-4.24371479438408,-7.64648863256525,2.58573860473454,2.00488887718269,-18.6983569899766,-18.8348264660815,148.674594042463
"8","2011-05-10",13.1730570178526,12.1240104109825,13.4084624979945,23.9864609722083,-114,-612,17.5070618661987,-9.31083440523839,-37.4693449441411,3.82492629176738,4.99859074662758,-11.8951942861365,92.2832328622209,90.5981362215294
"9","2011-06-07",-33.6447252548558,-31.215633421389,-31.3597629451859,-36.839498597414,77,223,-44.0578833619446,-18.6523922765033,52.6034062277116,-28.8402274139375,-23.2508489489573,120.439376833973,-299.367536504681,-766.058546170326
"10","2011-06-21",3.18416023584316,-5.02618347808887,0.961396767651834,9.2595907337218,123,-653,33.9669570268807,-19.2872651159768,43.4956848514946,-9.91359324765027,-36.6720057846484,3.83948088626438,72.6820395666533,643.454651878745
"11","2011-06-28",6.36593443293414,5.09010166498847,0.768643292415483,-1.87828672693282,338,322,10.2163182010233,7.87273059462095,7.09449308670944,0.19868872024178,-9.01018346971867,-5.88036804938508,105.576469728548,0
"12","2011-07-05",-10.3578251358067,-8.11615442003824,-5.25030207337167,-8.00249546710603,-285,-5,-17.2594581486517,1.45987994211527,-14.5702737718097,0.0396904152858646,0.711746776886368,-26.559111463759,-22.660575904268,0
"13","2011-07-12",1.48747164638472,5.46141774727218,0.96370806883872,0.758711536998113,25,210,-12.5163142954007,1.43887374520997,6.32662989297499,1.69195458586016,3.57595565875277,-0.843886864586452,11.9707964065968,0
"14","2011-07-19",-0.156453747689511,2.01370883667416,-2.26327151761936,-3.97155675937029,131,263,-9.00078065682406,1.57483569681389,-23.5150014660261,5.02197569790264,19.8761109593983,-12.9182509230183,6.93346934010641,-29.4661966561198
"15","2011-07-26",-1.19007354837173,-3.48999432390045,5.14649604892305,3.25899196984558,-391,-299,8.15331795772689,9.15151088357735,19.7255055472528,-0.148533261619122,-3.77259445640519,12.9182509230183,-339.64241029095,0
"16","2011-08-02",-0.671262015325524,-2.1766819209688,1.34209496150817,2.37075156193924,-125,-201,4.8992777887074,-0.811266678040035,-2.85885006937932,-1.87552384297733,-2.67627149395437,5.20133740510014,102.450431651439,17.9083561520179
"17","2011-08-09",-0.997514505682062,-23.4092565803881,1.89730211311563,5.18000368887517,-181,-1156,53.0723584490909,-5.46530287693878,-78.417010835265,2.3204633979315,1.22895501160398,5.63088531011537,94.1608539858446,16.8715904738176
"18","2011-08-16",5.65515543192472,12.9941240136192,5.17141951213205,1.88584887524037,-28,395,-7.88121337135905,12.5401266541273,53.9584563084241,0.700463693496367,-0.950125912414013,4.2432863673965,-460.517018598809,1.95936939004016
"19","2011-08-23",13.4059928275985,27.9339210257625,-7.6681240192686,-14.2326100235662,1365,1912,-25.2051456616156,5.00648616014328,19.447872521423,-1.07110903998127,18.2056339977654,-4.2432863673965,614.203740558736,-168.699614677997
"20","2011-08-30",-8.56807048039236,-9.02013935644419,-3.78589153700322,-5.13952000230198,-314,-246,-7.00836168586498,-1.45426001760809,-12.4297716677577,1.47440931164695,-0.298854613931887,-12.4554962913974,-71.2691776632915,-138.629436111989
"21","2011-09-06",26.5187236403877,6.59180650657714,20.9668604509941,21.2024639847431,427,-600,74.5827413059899,20.5671682638235,-0.834675792871753,-1.43728289577592,0.166140593125519,59.9773109782487,90.3933999185249,32.7212911208416
"22","2011-09-13",-3.58732065835454,-10.3714496053751,1.60971861630017,1.69616818036413,-410,-588,7.16452140699886,1.46242160634635,-23.5143046680382,-1.19493580152525,0.265252144913219,7.20457323721648,-40.635360216928,-376.120011569356
"23","2011-09-27",-1.30282397419066,-12.7951416681974,-8.11291433132322,-14.1698974252211,509,97,13.3374246399637,1.4413427286061,-81.4402796562222,-12.0416100935401,0.495459312468327,-19.0893164084335,26.3389379882737,380.666248977032
"24","2011-10-04",14.9055553792705,10.7399753247666,18.8926646225081,20.6427446952706,-263,-521,19.3670553972177,16.2825526444427,-35.6938067213504,39.1526609085381,1.24428586368861,-16.3333644549263,78.8829869215663,138.072331607044
"25","2011-10-11",-14.4004710962847,-3.25542272805457,-9.78825875711848,-1.16535849356794,-386,-84,-27.2911419657254,-24.5540740186479,52.5973471517188,6.38042212415861,-1.37616850726818,-65.3203314428302,-41.6701181375091,129.419132343568
"26","2011-10-18",6.13766357679317,26.0501772055532,1.19445689934938,4.74716275538345,395,1051,-27.7512660627671,-6.02545940601313,-1.25197253449274,-3.02846770196954,2.08953080608936,-17.1774958556833,101.621275690104,56.419944760308
"27","2011-10-25",3.38043534154533,-10.4657280748395,0.448934536259316,5.76774898962444,247,-889,28.7583835799608,-12.0144311842064,-6.84305998949659,-3.23743966590175,-20.1963938448731,54.2091372861343,2.17454839056375,-5.73633948799195
"28","2011-11-01",-13.6186008676294,-2.2712539470831,-12.7064497307309,-2.52246690009006,-125,29,-33.6295417595026,-44.8256016618427,-15.865772971026,5.75398384655337,28.768207245178,-74.6105754266557,-57.2200902442395,23.0496525619468
"29","2011-11-08",-8.01100046889385,-3.49629107282912,-0.169683298631895,4.203467032068,-560,-414,-18.0343316781848,-19.3908201389854,100.257720850584,-16.5287559840465,-18.2321556793954,55.9114409133242,-55.8951115262232,24.5026896849865
"30","2011-11-15",18.721865499487,18.5797786008308,14.5296751465617,16.2740031094859,307,-52,19.0604026544811,5.41115602864002,61.2379046666711,-19.8901847935469,-15.0243731153053,68.4585053208779,28.6518605188482,30.628659968986
"31","2011-11-22",-5.46719990328874,-10.8208676315469,-13.4458444229734,-15.7819345845844,588,413,6.21367007326228,-1.44697058339904,-23.6100559645078,-33.3831868542258,-7.69114145759833,22.7484142593935,12.7693664428837,-40.2514631784414
"32","2011-11-29",-0.717767757268106,24.1052665579017,2.46140744916694,3.36194085143706,-234,1222,-83.9144948985155,-1.96245055089861,2.60392997619707,10.0626199411553,-0.223563696960838,0,87.9558722605425,0.440945596341535
"33","2011-12-06",-2.09275201059551,-2.57498800853266,2.33557697069902,2.26546905648064,-334,-309,0.707967558806111,2.68855297460329,-1.07265777386436,-0.24576075284326,0.312849417178107,-3.56814559195371,-6.77181740549511,13.6120746340876
"34","2011-12-13",-4.83042714633655,-5.66773369446008,-0.844226119616209,-2.05292912524921,-296,-230,-0.176522552456859,5.01672587180195,-41.2104748878063,18.4615511593113,13.6205191008925,-17.6742161048677,0.227221183877635,-8.64629810340158
"35","2011-12-20",13.9270338597894,21.8231145823905,4.38372261314317,-3.77780176087832,751,1720,-44.8332036604364,35.6369086771644,64.6556667921145,-16.5121716912112,-12.0268598746113,-8.74191241920173,22.5048227414943,17.1598399476643
"36","2011-12-27",-2.85890159800157,-3.40600536063409,0.282958388149979,0.0847673187996278,-257,-260,2.72868225589944,0.905948109332311,-9.72507975295978,1.95944142366828,-0.263852395818098,-13.4852858866808,-0.363108605204054,9.41645730803389
"37","2012-01-03",-4.41544982417668,-5.20086531704713,-1.17564818974216,-5.0749377548831,-259,-81,3.04861250228319,10.1320535678607,-18.9010544944751,-0.617139390454202,0.964074075234578,-69.6263418669153,0.290592285855151,21.6426867830537
"38","2012-01-10",3.14866686311657,0.414197549956796,-3.07472924918759,-4.44760744435388,481,273,25.1459471431498,0.525939534120212,-19.5521353496947,19.8460462488011,11.831591686071,-162.326591404139,3.03648976332491,-2.31612893572644
"39","2012-01-17",3.57246607055455,4.07763834458787,-1.1185346722737,-1.44562735332752,374,369,-0.101574411983574,-0.286533147328694,1.55717877083879,-10.2717475925145,4.02484088968773,97.2886399497789,5.51037593262835,-3.3432508515113
"40","2012-01-24",-0.532044785887464,-0.562608688126076,-2.84535723333441,-3.63956604763676,163,148,-0.30534374868898,-0.864558699285389,4.53112845146988,-3.79234156740402,-4.06359306998283,1.42520227072014,-0.300150300375535,-4.3528532621016
"41","2012-01-31",0,1.09485150036406,2.49238374711993,6.38150785001539,-181,-256,-8.50672019570258,-7.77138569923954,-13.0414156855431,-7.99678041118375,-11.3142656099881,-1.66472334331562,17.2307206968881,19.0451682877205
"42","2012-02-07",-8.45894818847661,-7.03354277986996,-1.47968174414395,-2.66632743204624,-561,-356,-20.909179785856,1.80836754332949,-46.3296695989017,-4.17555687564688,0.993314148650981,-5.42004568976795,0.811988221662219,-1.25616997240918
"43","2012-02-14",8.25262491606154,11.1533015311213,5.98692519538879,10.8077908634325,205,204,-24.0043418952427,-8.38046820145335,0.533334597536239,37.3137671318076,-5.02308232512423,3.72713947972318,22.7706466136494,-10.8897111666161
"44","2012-02-21",11.6607923581615,13.1390256678017,21.6046141289363,16.0863897186367,-837,46,-10.4394798537868,37.83754154615,16.623541904233,30.3374448737338,-11.2768516880433,84.1356902847036,22.5849192671133,-22.3619855205091
"45","2012-02-28",0.668105933426943,-2.85800121424806,1.70322945963211,7.15983791358035,-102,-760,46.6619531261495,-14.3276884482604,4.31975490333718,-9.01364896755439,-1.52908177984177,40.3008535544462,-4.80905506994613,16.4779355182158
"46","2012-03-06",3.4413359962759,1.57851859894116,0.123494921530209,0.0134417635795359,314,134,20.8017622527582,0.482986668875363,31.1132304987847,-12.1779999044882,-30.7217657851608,2.4983950432933,4.13349694514906,13.9674103647007
"47","2012-03-13",4.71235671767101,-9.03918999639046,1.11481594362139,17.9292781131794,356,-2206,78.3798271208807,-89.6986369252728,-7.88845080178753,-0.383509578394303,4.63930395697103,0.0685166179597019,-13.1952699556086,41.6877832424954
"48","2012-03-20",0.395179332696571,-4.28080924918852,3.97799546330688,5.63529365511322,-359,-846,15.3701544405381,-13.4298911274527,13.8988432087581,-3.32061758964066,-6.32948503723139,-17.5495591723555,-9.74088592220923,18.027376132147
"49","2012-03-27",8.89978336247861,-3.86430139171079,6.85561945264546,7.69256435325421,218,-1039,38.7724273762953,-3.37321175851368,-27.7417473839898,3.54451021475271,25.1708921165426,-1.48029018812954,-6.53615356615997,12.0465354357416
"50","2012-04-03",-1.4537781024087,-35.3001538572423,-5.40976436855143,-5.67420507653384,417,-1598,42.0249452093678,-2.05398748540739,-0.235941910476978,-42.7103284809588,-77.1810387393938,4.8513959223607,-33.2838129432256,7.70181856259864
"51","2012-04-10",0.0914829448122489,0.722871175485018,-3.8196189986861,-3.88336510124905,399,403,-0.464516964293971,-3.02853955888516,18.6250834933844,-2.47905605800671,-13.6779536347039,6.64112731510818,-3.95281443011521,-6.61058863791197
"52","2012-04-17",6.20436412113072,13.86525765899,6.05834074043372,7.03839479213482,76,90,-1.10977383129693,-6.91838752121052,-12.2943386215693,0.949295162810859,18.0035841513098,-7.59276019063364,24.4532902223523,12.0323472283918
"53","2012-04-24",2.15098622434517,4.37663085412758,3.01577018386165,3.20511634073739,-72,-59,-0.191988888712835,0.286123228103197,8.56554445784941,-2.41581954961907,14.6603474191876,26.3895423854065,0.135998932970338,-0.120355061918076
"54","2012-05-01",-0.455235991046088,-0.896136343280318,-0.0457142865103677,0.126872607659223,-49,-68,0.0174687746097746,-2.6050677199942,-2.82096449211098,43.1775800502997,-7.27407102620319,0.244498899306667,1.53745442439597,-17.2226663751594
"55","2012-05-08",-2.9323088579325,16.4154252838506,-4.15462317205257,-6.4453996604275,103,1730,-28.7856760197879,25.1477334528721,39.4472131073721,1.28185814381698,1.47682008953511,23.3105971215305,9.75948950873473,-22.1044539758207
"56","2012-05-15",-0.453475966781447,1.18736725643629,-7.30525785552238,-5.84749004197604,687,632,-3.26733609350125,-24.8549074749633,14.9570930443287,-24.193428056253,-1.37060659043673,18.7305890611662,-6.10647526486332,-7.26162662746432
"57","2012-05-22",-3.99446881220804,2.520800234017,-0.885873119268865,-0.575159200863773,-362,238,-16.5567388134496,-5.09855547328675,15.0847190775885,15.1413397546861,17.8421534123273,-58.8909990062367,-10.8951183788555,14.7998083382632
"58","2012-05-29",-0.35540202351978,-0.631001623777827,-1.09233855969837,-0.980946445805664,66,41,0.226950452021768,-2.65019407455069,2.6805728694212,-1.76740398597195,-1.8826194747783,4.65856992370055,-3.03850427648324,-2.19605186195526
"59","2012-06-05",6.16014936501816,8.50341148526113,9.21671704071265,10.6480085859857,-227,-344,1.04299747478169,-13.5112420621841,11.1243482214086,5.41821307791643,-26.471997815995,-3.36637678200846,15.597128705792,17.3862676789403
"60","2012-06-12",-4.18955319287804,2.12956279225232,-0.0286218577540964,-2.29192614361082,-475,399,-20.1917811667936,33.7505027831012,-7.13578364096268,11.1443322185914,8.79935988542764,5.54927382614965,7.87924144732308,-12.214654941458
"61","2012-06-19",-3.53470939129785,-2.53861201460541,-1.20957604131853,-0.900487376550174,-262,-120,-6.41268008270819,-5.16329106244706,8.07192213987413,-4.31631025986849,14.7339507984519,-10.4461235021682,-15.4972035109573,3.87958468832039
"62","2012-06-26",-7.44789608428231,-10.2590373518835,3.64159335206669,3.71471281919451,-1158,-1149,0.401680291770745,2.68112574506567,0.867879156862017,-0.128865997214866,2.48517161557631,32.6794741739147,-26.1816619327846,-2.90045807299375
"63","2012-07-03",-9.99362481931065,-13.5381240638006,-13.3079162724419,-14.8207645380079,386,455,-1.17303397854895,4.77818454553143,-5.82808271461399,-7.66902847571949,8.36724757241152,-40.0614653974414,-34.8069474482974,-11.247798342669
"64","2012-07-10",6.95079371692113,-2.58593818758825,3.88114641195365,5.53688631725873,280,-652,26.247771389753,-16.1110530762318,8.09655530167337,0.728284821213965,-10.5732193788847,8.0538862484012,-16.9301843585651,7.80894816606281
"65","2012-07-17",-14.8024614706282,-8.57185519873251,-15.9897822082826,-16.5296807989101,108,878,-26.7653326190115,-8.98436669671421,-6.62294343418335,2.52486970958419,-13.7255791715505,-38.4481455807574,-9.38187552176544,-23.8490181833058
"66","2012-07-24",16.9421253699831,23.9776823183552,16.1942394457302,18.1867556721299,82,0,0.296077196303202,-12.7759703971453,37.3953991547085,2.59409291678354,-4.24669145346046,90.6847376312431,7.574597415796,2.80765383708932
"67","2012-07-31",-1.80038428535774,-2.46995435819546,-0.368324541629761,-0.368284645033512,-141,-142,-0.0369617450151516,-0.369004108745408,-5.20825159178884,-4.22456381927789,1.10620597058588,-3.502827804608,3.05321531523761,4.22738230128203
"68","2012-08-07",12.7599329960281,-8.84849879903857,13.2121009407642,11.2281706907082,-52,-1691,53.6806797626419,42.0751251062991,1.18848803350993,-8.01854119192305,16.8660646544251,7.10018211170409,-65.6105908879597,24.8578226099696
"69","2012-08-14",1.79071845667256,4.84796533766865,-4.06012237299525,-6.99979489451898,643,1017,-2.62769662163524,26.869222155947,6.15944904359544,-1.64612770540717,21.0423589314649,-1.32849607592158,-28.3146917286389,-12.5694997238472
"70","2012-08-21",-0.400125017005237,24.3925800809642,3.5649158507173,3.6363928956888,-433,1512,-55.2430657814258,2.92525428374377,3.82447925044662,10.4832273559741,23.4524327041162,-1.69679946540127,110.112296033592,2.17260941779269
"71","2012-08-28",1.10752915188428,1.34662793423814,1.93087253814301,1.39458381313542,-91,-23,0.30792941960609,6.62262852512914,6.61510995962704,1.45003383673439,-14.5945404193353,9.69443299119011,0.300450902029858,-2.88574047890027
"72","2012-09-04",-0.397298893677522,-0.469834130761093,1.83346510587246,-14.3801150434106,-254,1313,-0.15384618419052,84.0650908607574,3.3788252206179,0.334224910055347,-8.78261941709422,-66.2170385023948,-5.18197487297964,-3.26235675774367
"73","2012-09-11",-0.906431159458698,-1.1204275454288,0.312446010126344,5.53228575290774,-138,-595,-0.192641169188068,-18.3996294142465,1.93443616802771,7.61079728203882,-23.7543193832258,-12.5729583917682,3.9747167495527,8.87090910807835
"74","2012-09-18",2.08488117054841,2.52335902436265,-4.88334926644249,-4.19348654136922,786,600,0.615149959806427,-7.72409228879152,-2.09886481565285,7.90432073404528,-18.4996888028484,39.372099191718,23.080642405978,-28.1617524547077
"75","2012-09-25",4.01853169759132,-4.0449239597578,9.47309733010204,10.7904330273163,-623,-1361,27.3009994580941,3.7547863828701,-0.642027336047946,11.3328685307003,-1.97107830639327,6.23950560351476,-12.7522962772126,12.3082975790604
"76","2012-10-02",-6.38948493879283,-9.10616400992907,1.60923012887544,1.44638921696831,-933,-882,0.0291672745250438,2.33823602348995,-17.1194877329198,0.254777207879897,-4.79708277860302,-2.58586639732208,6.92058413525203,4.23393434846577
"77","2012-10-09",-2.86058097508537,-5.5101213865953,1.48749711167255,-2.45305794480082,-499,-172,2.87458712123492,17.3766548321886,-13.119425128553,0.608829886725459,3.7376261354634,-27.1862533506889,4.86279055288037,3.4185558631922
"78","2012-10-16",11.1550438715977,16.6360843734189,2.98812841397851,3.72140629943924,903,955,-1.28334857028758,0.261145457122058,7.48191591547531,-16.6962122183792,-7.36529095747658,28.6560367342581,36.1652393868673,11.2501660639978
"79","2012-10-23",1.0165688461834,0.817270736026998,-8.26876874935749,-7.83128800199542,1143,836,1.50978512330866,-9.94169617569787,-29.4792938710881,-15.5895576448655,68.9957385191845,-63.4306680537011,10.6066680506039,10.4703975600222
"80","2012-10-30",0.179284539914093,0.297619267304583,0.64927079974737,1.10135604417714,-55,-78,-0.113154184633579,-1.11733005981254,-12.7565447006586,0.592026803187728,25.42210979393,15.1880531292719,-1.0473974919357,-1.22546136227566
"81","2012-11-06",-3.56381461958879,-5.02771532910113,-4.06539131684855,-5.43188473318708,44,73,-0.0283085635294,1.15847385796544,-3.44243385060654,11.9633174944545,-2.40733791815195,-60.947470483583,-7.60061812893564,-6.8669131641462
"82","2012-11-13",5.82593563109626,8.55379362395272,-4.13728873636412,-0.52399919217212,1174,790,-0.910131424634564,-18.768349993534,10.5506437152321,4.22258146185435,-0.969148110892348,-1.51645702990448,11.9228989545503,-3.51814939514679
"83","2012-11-20",-27.4843301226667,-36.8583338780812,-22.9642132602928,-18.2992472619189,-770,-1298,-6.64450994081527,-46.7921431279625,-9.71503485675465,-77.2402641587823,-67.9403009000398,-223.529145726005,-47.9989376367961,15.8194565742447
"84","2012-11-27",-0.356880823831496,-0.543827315983236,-1.43355056141239,-1.58293232798048,90,83,0,-0.556219153527415,-0.544169672231476,-5.58804583944568,-3.60306601744256,-13.5801541159061,0.633916544373569,-0.413010396068003
"85","2012-12-04",0.482535290626451,0.750982198445627,-0.163151184074906,0.0545330620195017,60,43,-0.0305390138272799,-1.44464791733965,3.57308463326627,-2.74177558234321,-4.1739606172766,-1.83491386681967,-0.554456865977393,0.773000499414955
"86","2012-12-11",9.07715652512788,13.5141843003902,4.72672394154756,5.69539497056528,493,479,-0.0305483429899667,-1.22002326609465,-64.1502947407607,67.8798727921483,42.3158293981441,-1.86921330121526,53.3753763834434,-18.0885217160537
"87","2012-12-18",-8.65944497373938,-12.8794630326931,12.5601491238546,10.6750048072231,-2071,-1744,0.0305483429899667,23.7766070181752,33.6472236621213,-70.7704512015096,-19.5435081408206,1.86921330121526,-33.4564416308242,38.816089500504
"88","2012-12-24",5.23764924270527,7.84596774236839,2.37540860081076,-0.034720213299444,271,519,0,14.8420005118273,13.5612558828347,-2.75579440636582,17.2262429770305,0,-0.162839964333727,0.485606226554047
"89","2012-12-31",1.07215899424382,1.5814620493634,1.24733823821082,1.39090695715538,-22,-12,0,0.554632592055615,2.58582024854173,5.01897445238555,2.53178079842895,0,0.357898543735224,0.70340266573794
"90","2013-01-08",16.3873065563143,16.8989958097487,5.35192405654108,5.79888654694951,1239,756,15.2928185787477,3.15758404551678,6.35757401465318,5.44352065550173,0.640799629533007,0,30.7379618094643,5.91035613118418
"91","2013-01-15",-1.65805171707252,4.09678628014571,3.05623504297099,6.04028129323968,-544,-234,-15.3233669217377,-13.2766105987341,-25.0608539510521,-0.998344398418372,28.1452631643043,-3.7740327982847,10.6172223392131,7.42560188627284
