"","WTI2[-1, 1]","Rd_Long_Tot","Rd_Long_NoProd","Rd_Short_Tot","Rd_Short_NoProd","Rd_Net","Rd_Net_NoProd","Rd_Merc_Long","Rd_Merc_Short","Rd_Swap_Long","Rd_Swap_Short","Rd_Money_Long","Rd_Money_Short","Rd_Other_Long","Rd_Other_Short"
"24","2006-11-28",1.55075367722564,1.16926948105611,0.556830138444653,1.0167111381616,8131,1453,1.81819393463076,0.35893272094274,-1.64341172795073,3.11025047121483,0.679871483920458,-6.51018002686072,9.84883981671594,9.2770746708041
"25","2006-12-05",0.821745761700043,-0.328991090037256,-0.413242633908517,-7.29480706357464,10115,16083,1.61807058596342,2.41744006268103,3.42176780131815,-7.78115421597256,1.76623498524364,-12.5144588753759,-15.6082251596745,1.23913611715505
"26","2006-12-12",2.51707475878185,-0.740843544093117,4.12152480081147,9.60010139590057,-12862,-25375,4.68999076455585,1.89053753628912,-0.814016129010042,8.78766053097184,1.35534675499223,12.6293492886184,-5.87542242014436,6.90499177552102
"27","2006-12-19",-4.28094370695824,-0.366781390759741,-5.43045952061281,-6.48302106806504,8887,14475,-6.90608805224642,-4.98835121896537,3.74860691459826,-3.74144358502573,-4.41023122080821,-14.1340512857099,-3.56846164633211,-1.33352786642007
"28","2006-12-26",0.926771860384079,-1.98299689552996,1.11942515536274,3.03857757686306,-1396,-13766,2.89454205042912,0.30831935452138,-6.47058650030754,1.70982814236122,0.189524172250266,14.8986316335812,7.16769656760317,-11.4165124827263
"29","2007-01-03",4.63204463947129,-1.60959945746448,4.90237606387431,12.7467586738101,-1564,-38056,8.5476747247144,1.34360480768283,-10.329086822696,4.96873819031709,0.939049982445539,21.4019651093377,15.9284712953701,13.7468095606449
"30","2007-01-09",2.95647994337394,2.64044683943929,4.40495858352641,0.603017632841762,-12305,6931,3.14442978863241,6.1804926087234,4.6252695106773,-6.24341572696796,2.3479010790199,6.47527507017074,-1.53781928402683,2.69975021184852
"31","2007-01-16",5.21160143743042,0.462716503598593,6.02782479299488,2.81288240562816,-7563,-6348,7.92571690209698,7.45442107876322,-10.3544450431265,22.3017331859857,5.28604634464855,-18.2928054325725,14.2308112756629,-0.387243265022796
"32","2007-01-23",-7.09996329051581,3.36042092244728,-7.55440321241405,-12.1726679632092,4394,43867,-13.3631134956914,-5.6166064790597,15.3477797927708,-24.43699820041,-3.43489186046675,-1.09472747354449,-9.06771192713087,-4.78189712508801
"33","2007-01-30",2.51996280977043,0.944365421252513,1.42620015357782,-8.85766707800446,9666,24564,3.53215146846271,5.31755295253049,7.00521817809161,-13.988559331113,-3.70357370423271,-8.36623788829876,-5.17173798570596,-0.819103924199638
"34","2007-02-06",0.92186011102271,1.91290603150449,-0.288454542812033,-2.38917488092376,10796,12111,0.288257470129416,0.441385801016914,13.078174457708,-1.60981616670135,-12.4987458391182,0.918225345377266,-2.51596601476294,-8.83461735182518
"35","2007-02-13",5.14491293177013,2.7925186858246,5.75474989143743,2.21346612943805,-4689,4952,6.63231416760226,6.93949401186842,1.47736211202307,6.13190061271798,8.14444901691012,-15.0725998654574,-3.85256908240148,19.6550192945253
"36","2007-02-20",-5.47471997466058,0.0667486799166284,-5.7708752788507,5.0384182135593,1870,-11629,-9.07285474449058,-9.5718021030434,-0.275547353171035,4.82152923976127,-0.320137043891044,1.791843976976,2.08289612955639,8.97629140265863
